,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
5739,9004,TCF7L2,ENSG00000148737,0.0,1.0,1.0,6,0
5740,9005,MKI67,ENSG00000148773,0.0,1.0,1.0,4,0
5741,9006,CYP17A1,ENSG00000148795,0.0,1.0,1.0,1,0
5742,9008,FUOM,ENSG00000148803,0.0,1.0,1.0,1,0
5743,9009,LRRC27,ENSG00000148814,0.0,1.0,1.0,2,0
5744,9013,GSTO1,ENSG00000148834,0.0,1.0,1.0,25,0
5745,9014,TAF5,ENSG00000148835,0.0,1.0,1.0,4,0
5746,9016,ITPRIP,ENSG00000148841,0.0,1.0,1.0,17,0
5747,9017,CNNM2,ENSG00000148842,0.0,1.0,1.0,3,0
5748,9018,PDCD11,ENSG00000148843,0.0,1.0,1.0,6,0
5749,9020,RGS10,ENSG00000148908,0.0,1.0,1.0,9,0
5750,9021,BTBD10,ENSG00000148925,0.0,1.0,1.0,1,0
5751,9022,ADM,ENSG00000148926,0.0,1.0,1.0,17,0
5752,9025,LIN7C,ENSG00000148943,0.0,1.0,1.0,5,0
5753,9029,PGAP2,ENSG00000148985,0.0,1.0,1.0,4,0
5754,9035,HSD17B12,ENSG00000149084,0.0,1.0,1.0,4,0
5755,9036,APIP,ENSG00000149089,0.0,1.0,1.0,1,0
5756,9038,DGKZ,ENSG00000149091,0.0,1.0,1.0,9,0
5757,9039,EIF3M,ENSG00000149100,0.0,1.0,1.0,13,0
5758,9040,TNKS1BP1,ENSG00000149115,0.0,1.0,1.0,1,0
5759,9042,SERPING1,ENSG00000149131,0.0,1.0,1.0,6,0
5760,9044,SSRP1,ENSG00000149136,0.0,1.0,1.0,10,0
5761,9045,SLC43A1,ENSG00000149150,0.0,1.0,1.0,1,0
5762,9046,PTPRJ,ENSG00000149177,0.0,1.0,1.0,28,0
5763,9047,CSTPP1,ENSG00000149179,0.0,1.0,1.0,2,0
5764,9048,ARFGAP2,ENSG00000149182,0.0,1.0,1.0,10,0
5765,9049,CELF1,ENSG00000149187,0.0,1.0,1.0,15,0
5766,9050,HIKESHI,ENSG00000149196,0.0,1.0,1.0,5,0
5767,9052,SESN3,ENSG00000149212,0.0,1.0,1.0,9,0
5768,9053,ENDOD1,ENSG00000149218,0.0,1.0,1.0,2,0
5769,9054,CCDC82,ENSG00000149231,0.0,1.0,1.0,7,0
5770,9055,KLHL35,ENSG00000149243,0.0,1.0,1.0,1,0
5771,9056,TENM4,ENSG00000149256,0.0,1.0,1.0,1,0
5772,9059,INTS4,ENSG00000149262,0.0,1.0,1.0,4,0
5773,9060,PAK1,ENSG00000149269,0.0,1.0,1.0,36,0
5774,9061,RPS3,ENSG00000149273,0.0,1.0,1.0,66,0
5775,9062,ZC3H12C,ENSG00000149289,0.0,1.0,1.0,1,0
5776,9063,TTC12,ENSG00000149292,0.0,1.0,1.0,1,0
5777,9064,NCAM1,ENSG00000149294,0.0,1.0,1.0,2,0
5778,9068,NPAT,ENSG00000149308,0.0,1.0,1.0,3,0
5779,9069,ATM,ENSG00000149311,0.0,1.0,1.0,28,0
5780,9070,AASDHPPT,ENSG00000149313,0.0,1.0,1.0,3,0
5781,9072,SLX4IP,ENSG00000149346,0.0,1.0,1.0,1,0
5782,9073,LAMTOR1,ENSG00000149357,0.0,1.0,1.0,27,0
5783,9076,ST14,ENSG00000149418,0.0,1.0,1.0,10,0
5784,9077,HYOU1,ENSG00000149428,0.0,1.0,1.0,12,0
5785,9081,KAT14,ENSG00000149474,0.0,1.0,1.0,2,0
5786,9082,TKFC,ENSG00000149476,0.0,1.0,1.0,1,0
5787,9083,MTA2,ENSG00000149480,0.0,1.0,1.0,12,0
5788,9084,TMEM138,ENSG00000149483,0.0,1.0,1.0,7,0
5789,9085,FADS1,ENSG00000149485,0.0,1.0,1.0,7,0
5790,9087,ROM1,ENSG00000149489,0.0,1.0,1.0,1,0
5791,9088,EML3,ENSG00000149499,0.0,1.0,1.0,5,0
5792,9089,INCENP,ENSG00000149503,0.0,1.0,1.0,2,0
5793,9094,CPSF7,ENSG00000149532,0.0,1.0,1.0,12,0
5794,9096,B3GAT3,ENSG00000149541,0.0,1.0,1.0,1,0
5795,9097,EI24,ENSG00000149547,0.0,1.0,1.0,5,0
5796,9098,CCDC15,ENSG00000149548,0.0,1.0,1.0,1,0
5797,9099,CHEK1,ENSG00000149554,0.0,1.0,1.0,2,0
5798,9100,FEZ1,ENSG00000149557,0.0,1.0,1.0,1,0
5799,9101,ESAM,ENSG00000149564,0.0,1.0,1.0,1,0
5800,9105,SIDT2,ENSG00000149577,0.0,1.0,1.0,8,0
5801,9107,TAGLN,ENSG00000149591,0.0,1.0,1.0,1,0
5802,9110,COMMD7,ENSG00000149600,0.0,1.0,1.0,16,0
5803,9116,SOGA1,ENSG00000149639,0.0,1.0,1.0,1,0
5804,9120,LSM14B,ENSG00000149657,0.0,1.0,1.0,8,0
5805,9121,YTHDF1,ENSG00000149658,0.0,1.0,1.0,4,0
5806,9123,LTO1,ENSG00000149716,0.0,1.0,1.0,1,0
5807,9126,TRPT1,ENSG00000149743,0.0,1.0,1.0,1,0
5808,9127,NUDT22,ENSG00000149761,0.0,1.0,1.0,2,0
5809,9128,FERMT3,ENSG00000149781,0.0,1.0,1.0,36,0
5810,9129,PLCB3,ENSG00000149782,0.0,1.0,1.0,2,0
5811,9131,CDC42EP2,ENSG00000149798,0.0,1.0,1.0,4,0
5812,9132,FAU,ENSG00000149806,0.0,1.0,1.0,67,0
5813,9134,VPS51,ENSG00000149823,0.0,1.0,1.0,2,0
5814,9136,PPP4C,ENSG00000149923,0.0,1.0,1.0,14,0
5815,9137,ALDOA,ENSG00000149925,0.0,1.0,1.0,69,0
5816,9140,HIRIP3,ENSG00000149929,0.0,1.0,1.0,1,0
5817,9141,TAOK2,ENSG00000149930,0.0,1.0,1.0,3,0
5818,9142,TMEM219,ENSG00000149932,0.0,1.0,1.0,16,0
5819,9147,KLRF1,ENSG00000150045,0.0,1.0,1.0,1,0
5820,9150,MPP7,ENSG00000150054,0.0,1.0,1.0,9,0
5821,9151,ITGB1,ENSG00000150093,0.0,1.0,1.0,36,0
5822,9158,CWC15,ENSG00000150316,0.0,1.0,1.0,8,0
5823,9159,FCGR1A,ENSG00000150337,0.0,1.0,1.0,42,0
5824,9160,ARID5B,ENSG00000150347,0.0,1.0,1.0,9,0
5825,9164,TMCO3,ENSG00000150403,0.0,1.0,1.0,11,0
5826,9165,TMEM218,ENSG00000150433,0.0,1.0,1.0,2,0
5827,9166,TIRAP,ENSG00000150455,0.0,1.0,1.0,1,0
5828,9168,LATS2,ENSG00000150457,0.0,1.0,1.0,8,0
5829,9169,SAP18,ENSG00000150459,0.0,1.0,1.0,29,0
5830,9170,ADGRL3,ENSG00000150471,0.0,1.0,1.0,1,0
5831,9172,FAM124A,ENSG00000150510,0.0,1.0,1.0,1,0
5832,9174,HNMT,ENSG00000150540,0.0,1.0,1.0,2,0
5833,9177,PDCD4,ENSG00000150593,0.0,1.0,1.0,12,0
5834,9179,GPM6A,ENSG00000150625,0.0,1.0,1.0,8,0
5835,9180,WDR17,ENSG00000150627,0.0,1.0,1.0,1,0
5836,9184,CD226,ENSG00000150637,0.0,1.0,1.0,2,0
5837,9186,FSIP1,ENSG00000150667,0.0,1.0,1.0,1,0
5838,9189,RGS18,ENSG00000150681,0.0,1.0,1.0,15,0
5839,9190,PRSS23,ENSG00000150687,0.0,1.0,1.0,1,0
5840,9191,MTMR12,ENSG00000150712,0.0,1.0,1.0,3,0
5841,9194,CCT5,ENSG00000150753,0.0,1.0,1.0,15,0
5842,9195,ATPSCKMT,ENSG00000150756,0.0,1.0,1.0,3,0
5843,9198,DLAT,ENSG00000150768,0.0,1.0,1.0,2,0
5844,9199,PIH1D2,ENSG00000150773,0.0,1.0,1.0,1,0
5845,9200,NKAPD1,ENSG00000150776,0.0,1.0,1.0,4,0
5846,9201,TIMM8B,ENSG00000150779,0.0,1.0,1.0,10,0
5847,9202,IL18,ENSG00000150782,0.0,1.0,1.0,4,0
5848,9204,PTS,ENSG00000150787,0.0,1.0,1.0,4,0
5849,9205,PIP4K2A,ENSG00000150867,0.0,1.0,1.0,19,0
5850,9208,FOXO1,ENSG00000150907,0.0,1.0,1.0,5,0
5851,9209,CRIM1,ENSG00000150938,0.0,1.0,1.0,2,0
5852,9210,SEC24D,ENSG00000150961,0.0,1.0,1.0,8,0
5853,9211,ABCB9,ENSG00000150967,0.0,1.0,1.0,1,0
5854,9212,RILPL2,ENSG00000150977,0.0,1.0,1.0,31,0
5855,9213,DHX37,ENSG00000150990,0.0,1.0,1.0,4,0
5856,9214,UBC,ENSG00000150991,0.0,1.0,1.0,82,0
5857,9215,ITPR1,ENSG00000150995,0.0,1.0,1.0,13,0
5858,9216,TKTL2,ENSG00000151005,0.0,1.0,1.0,1,0
5859,9220,ENKUR,ENSG00000151023,0.0,1.0,1.0,1,0
5860,9223,CACNA2D4,ENSG00000151062,0.0,1.0,1.0,7,0
5861,9224,DCP1B,ENSG00000151065,0.0,1.0,1.0,4,0
5862,9227,THRB,ENSG00000151090,0.0,1.0,1.0,3,0
5863,9228,NGLY1,ENSG00000151092,0.0,1.0,1.0,5,0
5864,9229,OXSM,ENSG00000151093,0.0,1.0,1.0,2,0
5865,9230,UEVLD,ENSG00000151116,0.0,1.0,1.0,4,0
5866,9232,NOPCHAP1,ENSG00000151131,0.0,1.0,1.0,3,0
5867,9234,ABTB3,ENSG00000151136,0.0,1.0,1.0,1,0
5868,9235,UBE3B,ENSG00000151148,0.0,1.0,1.0,6,0
5869,9236,ANK3,ENSG00000151150,0.0,1.0,1.0,1,0
5870,9237,IPMK,ENSG00000151151,0.0,1.0,1.0,8,0
5871,9239,PLBD2,ENSG00000151176,0.0,1.0,1.0,6,0
5872,9242,SLC2A13,ENSG00000151229,0.0,1.0,1.0,2,0
5873,9243,GXYLT1,ENSG00000151233,0.0,1.0,1.0,9,0
5874,9244,TWF1,ENSG00000151239,0.0,1.0,1.0,8,0
5875,9246,EIF4E,ENSG00000151247,0.0,1.0,1.0,1,0
5876,9247,MAGI1,ENSG00000151276,0.0,1.0,1.0,1,0
5877,9248,TEX30,ENSG00000151287,0.0,1.0,1.0,1,0
5878,9249,CSNK1G3,ENSG00000151292,0.0,1.0,1.0,6,0
5879,9250,SRFBP1,ENSG00000151304,0.0,1.0,1.0,3,0
5880,9253,FAM177A1,ENSG00000151327,0.0,1.0,1.0,6,0
5881,9254,MBIP,ENSG00000151332,0.0,1.0,1.0,3,0
5882,9256,EXT2,ENSG00000151348,0.0,1.0,1.0,3,0
5883,9257,TMEM18,ENSG00000151353,0.0,1.0,1.0,5,0
5884,9261,NDUFC2,ENSG00000151366,0.0,1.0,1.0,5,0
5885,9266,NEK7,ENSG00000151414,0.0,1.0,1.0,11,0
5886,9268,FER,ENSG00000151422,0.0,1.0,1.0,5,0
5887,9269,VIPAS39,ENSG00000151445,0.0,1.0,1.0,5,0
5888,9270,ANKRD50,ENSG00000151458,0.0,1.0,1.0,10,0
5889,9271,UPF2,ENSG00000151461,0.0,1.0,1.0,10,0
5890,9272,CDC123,ENSG00000151465,0.0,1.0,1.0,10,0
5891,9273,SCLT1,ENSG00000151466,0.0,1.0,1.0,13,0
5892,9275,C4orf33,ENSG00000151470,0.0,1.0,1.0,3,0
5893,9276,FRMD4A,ENSG00000151474,0.0,1.0,1.0,1,0
5894,9278,PTPRO,ENSG00000151490,0.0,1.0,1.0,3,0
5895,9280,ACAD8,ENSG00000151498,0.0,1.0,1.0,4,0
5896,9281,THYN1,ENSG00000151500,0.0,1.0,1.0,4,0
5897,9282,VPS26B,ENSG00000151502,0.0,1.0,1.0,6,0
5898,9283,NCAPD3,ENSG00000151503,0.0,1.0,1.0,1,0
5899,9284,VTI1A,ENSG00000151532,0.0,1.0,1.0,7,0
5900,9285,QDPR,ENSG00000151552,0.0,1.0,1.0,2,0
5901,9286,FHIP2A,ENSG00000151553,0.0,1.0,1.0,4,0
5902,9289,QTRT2,ENSG00000151576,0.0,1.0,1.0,5,0
5903,9291,MMAA,ENSG00000151611,0.0,1.0,1.0,2,0
5904,9295,NR3C2,ENSG00000151623,0.0,1.0,1.0,2,0
5905,9298,VENTX,ENSG00000151650,0.0,1.0,1.0,4,0
5906,9299,ADAM8,ENSG00000151651,0.0,1.0,1.0,20,0
5907,9301,KIN,ENSG00000151657,0.0,1.0,1.0,6,0
5908,9302,PIGF,ENSG00000151665,0.0,1.0,1.0,2,0
5909,9304,INPP1,ENSG00000151689,0.0,1.0,1.0,2,0
5910,9305,MFSD6,ENSG00000151690,0.0,1.0,1.0,4,0
5911,9306,RNF144A,ENSG00000151692,0.0,1.0,1.0,1,0
5912,9307,ASAP2,ENSG00000151693,0.0,1.0,1.0,1,0
5913,9308,ADAM17,ENSG00000151694,0.0,1.0,1.0,16,0
5914,9309,FLI1,ENSG00000151702,0.0,1.0,1.0,22,0
5915,9310,KCNJ1,ENSG00000151704,0.0,1.0,1.0,1,0
5916,9312,WWC2,ENSG00000151718,0.0,1.0,1.0,2,0
5917,9314,ACSL1,ENSG00000151726,0.0,1.0,1.0,35,0
5918,9318,SAV1,ENSG00000151748,0.0,1.0,1.0,3,0
5919,9320,SERP2,ENSG00000151778,0.0,1.0,1.0,1,0
5920,9321,NBAS,ENSG00000151779,0.0,1.0,1.0,9,0
5921,9324,GUF1,ENSG00000151806,0.0,1.0,1.0,3,0
5922,9327,SACS,ENSG00000151835,0.0,1.0,1.0,2,0
5923,9329,PABPC3,ENSG00000151846,0.0,1.0,1.0,10,0
5924,9332,TMEM267,ENSG00000151881,0.0,1.0,1.0,3,0
5925,9334,PARP8,ENSG00000151883,0.0,1.0,1.0,12,0
5926,9335,GFRA1,ENSG00000151892,0.0,1.0,1.0,1,0
5927,9336,CACUL1,ENSG00000151893,0.0,1.0,1.0,12,0
5928,9337,DST,ENSG00000151914,0.0,1.0,1.0,4,0
5929,9339,TIAL1,ENSG00000151923,0.0,1.0,1.0,15,0
5930,9340,BAG3,ENSG00000151929,0.0,1.0,1.0,4,0
5931,9341,GLT1D1,ENSG00000151948,0.0,1.0,1.0,18,0
5932,9345,MCHR2,ENSG00000152034,0.0,1.0,1.0,1,0
5933,9348,RABGAP1L,ENSG00000152061,0.0,1.0,1.0,12,0
5934,9351,MZT2B,ENSG00000152082,0.0,1.0,1.0,16,0
5935,9355,FAM168B,ENSG00000152102,0.0,1.0,1.0,6,0
5936,9356,PTPN14,ENSG00000152104,0.0,1.0,1.0,1,0
5937,9357,MGAT5,ENSG00000152127,0.0,1.0,1.0,5,0
5938,9359,GPATCH11,ENSG00000152133,0.0,1.0,1.0,3,0
5939,9361,GEMIN6,ENSG00000152147,0.0,1.0,1.0,3,0
5940,9364,OBI1,ENSG00000152193,0.0,1.0,1.0,3,0
5941,9366,GRID2,ENSG00000152208,0.0,1.0,1.0,1,0
5942,9367,ARL11,ENSG00000152213,0.0,1.0,1.0,4,0
5943,9369,SETBP1,ENSG00000152217,0.0,1.0,1.0,1,0
5944,9370,ARL14EP,ENSG00000152219,0.0,1.0,1.0,7,0
5945,9371,EPG5,ENSG00000152223,0.0,1.0,1.0,7,0
5946,9372,PSTPIP2,ENSG00000152229,0.0,1.0,1.0,5,0
5947,9373,ATP5F1A,ENSG00000152234,0.0,1.0,1.0,37,0
5948,9374,HAUS1,ENSG00000152240,0.0,1.0,1.0,4,0
5949,9375,ARK2N,ENSG00000152242,0.0,1.0,1.0,3,0
5950,9376,SPC25,ENSG00000152253,0.0,1.0,1.0,1,0
5951,9378,PDK1,ENSG00000152256,0.0,1.0,1.0,3,0
5952,9380,PDE3B,ENSG00000152270,0.0,1.0,1.0,1,0
5953,9381,TCF7L1,ENSG00000152284,0.0,1.0,1.0,1,0
5954,9382,TGOLN2,ENSG00000152291,0.0,1.0,1.0,54,0
5955,9384,KCNK13,ENSG00000152315,0.0,1.0,1.0,1,0
5956,9385,UHMK1,ENSG00000152332,0.0,1.0,1.0,26,0
5957,9388,SPOCK1,ENSG00000152377,0.0,1.0,1.0,1,0
5958,9389,FAM151B,ENSG00000152380,0.0,1.0,1.0,3,0
5959,9390,TADA1,ENSG00000152382,0.0,1.0,1.0,2,0
5960,9392,CWF19L2,ENSG00000152404,0.0,1.0,1.0,4,0
5961,9393,JMY,ENSG00000152409,0.0,1.0,1.0,3,0
5962,9395,XRCC4,ENSG00000152422,0.0,1.0,1.0,7,0
5963,9401,SUV39H2,ENSG00000152455,0.0,1.0,1.0,1,0
5964,9402,DCLRE1C,ENSG00000152457,0.0,1.0,1.0,5,0
5965,9404,RPP38,ENSG00000152464,0.0,1.0,1.0,1,0
5966,9405,NMT2,ENSG00000152465,0.0,1.0,1.0,2,0
5967,9408,USP12,ENSG00000152484,0.0,1.0,1.0,6,0
5968,9409,CCDC50,ENSG00000152492,0.0,1.0,1.0,9,0
5969,9410,CAMK4,ENSG00000152495,0.0,1.0,1.0,3,0
5970,9412,ZFP36L2,ENSG00000152518,0.0,1.0,1.0,38,0
5971,9413,PAN3,ENSG00000152520,0.0,1.0,1.0,13,0
5972,9414,PLEKHH2,ENSG00000152527,0.0,1.0,1.0,2,0
5973,9416,TMEM123,ENSG00000152558,0.0,1.0,1.0,47,0
5974,9419,SPEF2,ENSG00000152582,0.0,1.0,1.0,1,0
5975,9421,DSPP,ENSG00000152591,0.0,1.0,1.0,1,0
5976,9424,MBNL1,ENSG00000152601,0.0,1.0,1.0,36,0
5977,9426,NADK2,ENSG00000152620,0.0,1.0,1.0,2,0
5978,9427,GPD1L,ENSG00000152642,0.0,1.0,1.0,1,0
5979,9428,GJA1,ENSG00000152661,0.0,1.0,1.0,1,0
5980,9432,SLC30A6,ENSG00000152683,0.0,1.0,1.0,2,0
5981,9433,PELO,ENSG00000152684,0.0,1.0,1.0,3,0
5982,9434,RASGRP3,ENSG00000152689,0.0,1.0,1.0,2,0
5983,9435,SAR1B,ENSG00000152700,0.0,1.0,1.0,14,0
5984,9437,GPR180,ENSG00000152749,0.0,1.0,1.0,1,0
5985,9440,ANKRD22,ENSG00000152766,0.0,1.0,1.0,3,0
5986,9441,FARP1,ENSG00000152767,0.0,1.0,1.0,2,0
5987,9442,IFIT5,ENSG00000152778,0.0,1.0,1.0,7,0
5988,9447,HNRNPDL,ENSG00000152795,0.0,1.0,1.0,28,0
5989,9448,HHEX,ENSG00000152804,0.0,1.0,1.0,12,0
5990,9449,UTRN,ENSG00000152818,0.0,1.0,1.0,39,0
5991,9452,GGPS1,ENSG00000152904,0.0,1.0,1.0,8,0
5992,9454,ZNF117,ENSG00000152926,0.0,1.0,1.0,4,0
5993,9456,LMNTD1,ENSG00000152936,0.0,1.0,1.0,2,0
5994,9457,MARVELD2,ENSG00000152939,0.0,1.0,1.0,1,0
5995,9458,RAD17,ENSG00000152942,0.0,1.0,1.0,2,0
5996,9459,MED21,ENSG00000152944,0.0,1.0,1.0,2,0
5997,9461,STK32B,ENSG00000152953,0.0,1.0,1.0,1,0
5998,9463,JAKMIP1,ENSG00000152969,0.0,1.0,1.0,1,0
5999,9466,CPB1,ENSG00000153002,0.0,1.0,1.0,1,0
6000,9467,SREK1IP1,ENSG00000153006,0.0,1.0,1.0,7,0
6001,9468,LGI2,ENSG00000153012,0.0,1.0,1.0,1,0
6002,9469,CWC27,ENSG00000153015,0.0,1.0,1.0,5,0
6003,9470,MR1,ENSG00000153029,0.0,1.0,1.0,9,0
6004,9471,SRP19,ENSG00000153037,0.0,1.0,1.0,4,0
6005,9473,CDYL,ENSG00000153046,0.0,1.0,1.0,9,0
6006,9474,CARHSP1,ENSG00000153048,0.0,1.0,1.0,6,0
6007,9475,TEKT5,ENSG00000153060,0.0,1.0,1.0,1,0
6008,9476,BANK1,ENSG00000153064,0.0,1.0,1.0,2,0
6009,9477,TXNDC11,ENSG00000153066,0.0,1.0,1.0,7,0
6010,9478,DAB2,ENSG00000153071,0.0,1.0,1.0,3,0
6011,9479,ACMSD,ENSG00000153086,0.0,1.0,1.0,1,0
6012,9481,BCL2L11,ENSG00000153094,0.0,1.0,1.0,13,0
6013,9482,ANAPC1,ENSG00000153107,0.0,1.0,1.0,3,0
6014,9483,CAST,ENSG00000153113,0.0,1.0,1.0,54,0
6015,9484,SCOC,ENSG00000153130,0.0,1.0,1.0,1,0
6016,9486,CETN3,ENSG00000153140,0.0,1.0,1.0,1,0
6017,9487,SMARCA5,ENSG00000153147,0.0,1.0,1.0,22,0
6018,9490,RGPD3,ENSG00000153165,0.0,1.0,1.0,1,0
6019,9491,RASSF3,ENSG00000153179,0.0,1.0,1.0,19,0
6020,9493,RANBP2,ENSG00000153201,0.0,1.0,1.0,18,0
6021,9494,AHCTF1,ENSG00000153207,0.0,1.0,1.0,6,0
6022,9495,MERTK,ENSG00000153208,0.0,1.0,1.0,6,0
6023,9496,TMEM87B,ENSG00000153214,0.0,1.0,1.0,4,0
6024,9499,NR4A2,ENSG00000153234,0.0,1.0,1.0,9,0
6025,9502,RBMS1,ENSG00000153250,0.0,1.0,1.0,34,0
6026,9505,CD96,ENSG00000153283,0.0,1.0,1.0,3,0
6027,9510,CYRIB,ENSG00000153310,0.0,1.0,1.0,39,0
6028,9511,ASAP1,ENSG00000153317,0.0,1.0,1.0,27,0
6029,9512,TRAPPC8,ENSG00000153339,0.0,1.0,1.0,16,0
6030,9514,INO80C,ENSG00000153391,0.0,1.0,1.0,1,0
6031,9515,LPCAT1,ENSG00000153395,0.0,1.0,1.0,15,0
6032,9517,NMRAL1,ENSG00000153406,0.0,1.0,1.0,11,0
6033,9520,LYSET,ENSG00000153485,0.0,1.0,1.0,4,0
6034,9521,ING1,ENSG00000153487,0.0,1.0,1.0,11,0
6035,9524,ADPRHL1,ENSG00000153531,0.0,1.0,1.0,1,0
6036,9525,CMTM7,ENSG00000153551,0.0,1.0,1.0,11,0
6037,9526,FBXL2,ENSG00000153558,0.0,1.0,1.0,1,0
6038,9527,UBP1,ENSG00000153560,0.0,1.0,1.0,15,0
6039,9528,RMND5A,ENSG00000153561,0.0,1.0,1.0,9,0
6040,9529,CD8A,ENSG00000153563,0.0,1.0,1.0,8,0
6041,9530,RPIA,ENSG00000153574,0.0,1.0,1.0,7,0
6042,9534,CNKSR3,ENSG00000153721,0.0,1.0,1.0,1,0
6043,9535,GTF2E1,ENSG00000153767,0.0,1.0,1.0,4,0
6044,9536,CFDP1,ENSG00000153774,0.0,1.0,1.0,4,0
6045,9538,ZDHHC7,ENSG00000153786,0.0,1.0,1.0,19,0
6046,9540,SPMIP4,ENSG00000153790,0.0,1.0,1.0,3,0
6047,9541,TMPRSS11D,ENSG00000153802,0.0,1.0,1.0,1,0
6048,9542,JAZF1,ENSG00000153814,0.0,1.0,1.0,6,0
6049,9543,CMIP,ENSG00000153815,0.0,1.0,1.0,17,0
6050,9546,PID1,ENSG00000153823,0.0,1.0,1.0,3,0
6051,9547,TRIP12,ENSG00000153827,0.0,1.0,1.0,47,0
6052,9549,CEBPG,ENSG00000153879,0.0,1.0,1.0,12,0
6053,9550,KCTD15,ENSG00000153885,0.0,1.0,1.0,2,0
6054,9552,MCOLN2,ENSG00000153898,0.0,1.0,1.0,2,0
6055,9554,DDAH1,ENSG00000153904,0.0,1.0,1.0,1,0
6056,9555,SREK1,ENSG00000153914,0.0,1.0,1.0,16,0
6057,9556,CHD1,ENSG00000153922,0.0,1.0,1.0,25,0
6058,9558,DGKE,ENSG00000153933,0.0,1.0,1.0,2,0
6059,9559,HS2ST1,ENSG00000153936,0.0,1.0,1.0,2,0
6060,9560,MSI2,ENSG00000153944,0.0,1.0,1.0,8,0
6061,9562,ZUP1,ENSG00000153975,0.0,1.0,1.0,1,0
6062,9564,GDPD1,ENSG00000153982,0.0,1.0,1.0,3,0
6063,9565,NUS1,ENSG00000153989,0.0,1.0,1.0,8,0
6064,9566,SEMA3D,ENSG00000153993,0.0,1.0,1.0,1,0
6065,9567,PPP2R5E,ENSG00000154001,0.0,1.0,1.0,10,0
6066,9571,AK5,ENSG00000154027,0.0,1.0,1.0,1,0
6067,9573,IMPACT,ENSG00000154059,0.0,1.0,1.0,1,0
6068,9575,SDHAF4,ENSG00000154079,0.0,1.0,1.0,2,0
6069,9580,TBCEL,ENSG00000154114,0.0,1.0,1.0,3,0
6070,9582,ANKH,ENSG00000154122,0.0,1.0,1.0,5,0
6071,9583,OTULIN,ENSG00000154124,0.0,1.0,1.0,9,0
6072,9584,UBASH3B,ENSG00000154127,0.0,1.0,1.0,11,0
6073,9588,TBRG1,ENSG00000154144,0.0,1.0,1.0,5,0
6074,9589,NRGN,ENSG00000154146,0.0,1.0,1.0,6,0
6075,9590,RETREG1,ENSG00000154153,0.0,1.0,1.0,1,0
6076,9591,CDH12,ENSG00000154162,0.0,1.0,1.0,1,0
6077,9593,TOMM70,ENSG00000154174,0.0,1.0,1.0,7,0
6078,9596,PITPNC1,ENSG00000154217,0.0,1.0,1.0,7,0
6079,9597,CC2D1B,ENSG00000154222,0.0,1.0,1.0,1,0
6080,9599,PRKCA,ENSG00000154229,0.0,1.0,1.0,9,0
6081,9600,LRRK1,ENSG00000154237,0.0,1.0,1.0,7,0
6082,9605,ABCA10,ENSG00000154263,0.0,1.0,1.0,1,0
6083,9610,MIA3,ENSG00000154305,0.0,1.0,1.0,17,0
6084,9611,DISP1,ENSG00000154309,0.0,1.0,1.0,2,0
6085,9612,TNIK,ENSG00000154310,0.0,1.0,1.0,2,0
6086,9614,NEIL2,ENSG00000154328,0.0,1.0,1.0,2,0
6087,9615,PGM5,ENSG00000154330,0.0,1.0,1.0,1,0
6088,9617,OBSCN,ENSG00000154358,0.0,1.0,1.0,1,0
6089,9618,LONRF1,ENSG00000154359,0.0,1.0,1.0,6,0
6090,9619,TRIM11,ENSG00000154370,0.0,1.0,1.0,3,0
6091,9622,CCSAP,ENSG00000154429,0.0,1.0,1.0,3,0
6092,9625,GBP5,ENSG00000154451,0.0,1.0,1.0,13,0
6093,9626,BUB3,ENSG00000154473,0.0,1.0,1.0,6,0
6094,9631,DIPK1A,ENSG00000154511,0.0,1.0,1.0,1,0
6095,9632,ATP5MC3,ENSG00000154518,0.0,1.0,1.0,20,0
6096,9637,SORBS2,ENSG00000154556,0.0,1.0,1.0,1,0
6097,9638,ELOC,ENSG00000154582,0.0,1.0,1.0,13,0
6098,9639,LY96,ENSG00000154589,0.0,1.0,1.0,6,0
6099,9641,TMSB4Y,ENSG00000154620,0.0,1.0,1.0,1,0
6100,9642,CXADR,ENSG00000154639,0.0,1.0,1.0,1,0
6101,9644,C21orf91,ENSG00000154642,0.0,1.0,1.0,8,0
6102,9648,L3MBTL4,ENSG00000154655,0.0,1.0,1.0,1,0
6103,9651,MRPL39,ENSG00000154719,0.0,1.0,1.0,1,0
6104,9653,ATP5PF,ENSG00000154723,0.0,1.0,1.0,13,0
6105,9654,GABPA,ENSG00000154727,0.0,1.0,1.0,8,0
6106,9655,ADAMTS1,ENSG00000154734,0.0,1.0,1.0,2,0
6107,9658,SLFN13,ENSG00000154760,0.0,1.0,1.0,2,0
6108,9660,XPC,ENSG00000154767,0.0,1.0,1.0,10,0
6109,9661,CCDC174,ENSG00000154781,0.0,1.0,1.0,1,0
6110,9663,FLCN,ENSG00000154803,0.0,1.0,1.0,2,0
6111,9664,DPH3,ENSG00000154813,0.0,1.0,1.0,9,0
6112,9666,PLCL2,ENSG00000154822,0.0,1.0,1.0,15,0
6113,9667,CXXC1,ENSG00000154832,0.0,1.0,1.0,8,0
6114,9669,PPP4R1,ENSG00000154845,0.0,1.0,1.0,12,0
6115,9670,APCDD1,ENSG00000154856,0.0,1.0,1.0,1,0
